,name,File Path,File Type,File_size_in_MB,Length,Song Number,Artist,Album,Genre,Publisher,Bitrate,Comment,Composer,Year Published,Owner,Computer,Encoded By,Copyright,Device_id,Inode_id,Created Date,Modified Date,Last Access Date
223,No limits (extended),D:\music\2 Unlimited\Greatest Remix Hits\No Limits (Extended).mp3,mp3,8.822864532470703,342.4,03,2 Unlimited,Greatest Remix Hits,Dance Pop,,214,engID3v1 Comment,,2006,WehrsNet,NAS-1,none,,3935787269,1688849860281371,2023-05-04,2023-05-04,2023-05-04
224,No one (unlimited remix),D:\music\2 Unlimited\Greatest Remix Hits\No One (Unlimited Remix).mp3,mp3,7.328264236450195,327.5,07,2 Unlimited,Greatest Remix Hits,Dance Pop,,186,engID3v1 Comment,,2006,WehrsNet,NAS-1,none,,3935787269,1688849860281372,2023-05-04,2023-05-04,2023-05-04
225,Nothing like the rain (rainy remix),D:\music\2 Unlimited\Greatest Remix Hits\Nothing Like The Rain (Rainy Remix).mp3,mp3,9.810819625854492,349.6,10,2 Unlimited,Greatest Remix Hits,Dance Pop,,234,engID3v1 Comment,,2006,WehrsNet,NAS-1,none,,3935787269,1688849860281373,2023-05-04,2023-05-04,2023-05-04
226,Real thing (extended),D:\music\2 Unlimited\Greatest Remix Hits\Real Thing (Extended).mp3,mp3,9.4200439453125,378.7,06,2 Unlimited,Greatest Remix Hits,Dance Pop,,207,engID3v1 Comment,,2006,WehrsNet,NAS-1,none,,3935787269,1688849860281374,2023-05-04,2023-05-04,2023-05-04
227,Tribal dance 2.4 (2 chains club mix),D:\music\2 Unlimited\Greatest Remix Hits\Tribal Dance 2.4 (2 Chains Club Mix).mp3,mp3,7.8731689453125,309.0,14,2 Unlimited,Greatest Remix Hits,Dance Pop,,212,engID3v1 Comment,,2006,WehrsNet,NAS-1,none,,3935787269,2251799813702687,2023-05-04,2023-05-04,2023-05-04
228,Tribal dance 2.4 (long version),D:\music\2 Unlimited\Greatest Remix Hits\Tribal Dance 2.4 (Long Version).mp3,mp3,8.8067626953125,349.7,04,2 Unlimited,Greatest Remix Hits,Dance Pop,,210,engID3v1 Comment,,2006,WehrsNet,NAS-1,none,,3935787269,1688849860281376,2023-05-04,2023-05-04,2023-05-04
229,Twilight zone (rave version),D:\music\2 Unlimited\Greatest Remix Hits\Twilight Zone (Rave Version).mp3,mp3,8.4298095703125,338.9,02,2 Unlimited,Greatest Remix Hits,Dance Pop,,207,engID3v1 Comment,,2006,WehrsNet,NAS-1,none,,3935787269,1688849860281377,2023-05-04,2023-05-04,2023-05-04
230,Workaholic (extended mix),D:\music\2 Unlimited\Greatest Remix Hits\Workaholic (Extended Mix).mp3,mp3,10.045196533203125,351.3,11,2 Unlimited,Greatest Remix Hits,Dance Pop,,238,engID3v1 Comment,,2006,WehrsNet,NAS-1,none,,3935787269,3377699720545314,2023-05-04,2023-05-04,2023-05-04
231,Get ready for this,D:\music\2 Unlimited\RWR3W6~N\Get Ready For This.mp3,mp3,5.1466064453125,225.2,10,2 Unlimited,Radio Disney: Move It!,Pop,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281380,2023-05-04,2023-05-04,2023-05-04
232,"All my brothers , sisters too!","D:\music\20 Miles\Keep It Coming\All My Brothers , Sisters Too!.mp3",mp3,5.79727840423584,152.1,04,20 Miles,Keep It Coming,Alternative,Epitaph,320,,Judah Bauer,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281594,2023-05-04,2023-05-04,2023-05-04
233,Beautiful dream,D:\music\20 Miles\Keep It Coming\Beautiful Dream.mp3,mp3,6.986039161682129,183.3,08,20 Miles,Keep It Coming,Alternative,Epitaph,320,,Judah Bauer,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281595,2023-05-04,2023-05-04,2023-05-04
234,Feel right,D:\music\20 Miles\Keep It Coming\Feel Right.mp3,mp3,10.452836036682129,274.2,10,20 Miles,Keep It Coming,Alternative,Epitaph,320,,Judah Bauer,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281596,2023-05-04,2023-05-04,2023-05-04
235,Fix fences,D:\music\20 Miles\Keep It Coming\Fix Fences.mp3,mp3,7.0706586837768555,185.5,07,20 Miles,Keep It Coming,Alternative,Epitaph,320,,Judah Bauer,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281597,2023-05-04,2023-05-04,2023-05-04
236,I believe,D:\music\20 Miles\Keep It Coming\I Believe.mp3,mp3,7.315634727478027,191.9,15,20 Miles,Keep It Coming,Alternative,Epitaph,320,,G. Anderson/Greg Anderson/Judah Bauer,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281598,2023-05-04,2023-05-04,2023-05-04
237,Late at night,D:\music\20 Miles\Keep It Coming\Late at Night.mp3,mp3,4.355565071105957,114.3,09,20 Miles,Keep It Coming,Alternative,Epitaph,320,,Judah Bauer,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281599,2023-05-04,2023-05-04,2023-05-04
238,Like a rock,D:\music\20 Miles\Keep It Coming\Like a Rock.mp3,mp3,6.8715925216674805,180.3,13,20 Miles,Keep It Coming,Alternative,Epitaph,320,,Judah Bauer/L. Dickinson/Luther Dickinson,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281600,2023-05-04,2023-05-04,2023-05-04
239,Mend your heart,D:\music\20 Miles\Keep It Coming\Mend Your Heart.mp3,mp3,7.100571632385254,186.3,02,20 Miles,Keep It Coming,Alternative,Epitaph,320,,D. Bauer/Judah Bauer/P. Cohen,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281601,2023-05-04,2023-05-04,2023-05-04
240,My baby fell down the well,D:\music\20 Miles\Keep It Coming\My Baby Fell Down the Well.mp3,mp3,6.751091957092285,177.1,12,20 Miles,Keep It Coming,Alternative,Epitaph,320,,Judah Bauer,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281602,2023-05-04,2023-05-04,2023-05-04
241,Only one,D:\music\20 Miles\Keep It Coming\Only One.mp3,mp3,8.999249458312988,236.1,03,20 Miles,Keep It Coming,Alternative,Epitaph,320,,Donovan Bauer/Judah Bauer/Phil Cohen,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281603,2023-05-04,2023-05-04,2023-05-04
242,Phaedo,D:\music\20 Miles\Keep It Coming\Phaedo.mp3,mp3,5.676762580871582,148.9,14,20 Miles,Keep It Coming,Alternative,Epitaph,320,,Judah Bauer,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281604,2023-05-04,2023-05-04,2023-05-04
243,Rhythm bound,D:\music\20 Miles\Keep It Coming\Rhythm Bound.mp3,mp3,7.366366386413574,193.3,06,20 Miles,Keep It Coming,Alternative,Epitaph,320,,Judah Bauer,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281605,2023-05-04,2023-05-04,2023-05-04
244,Silver string,D:\music\20 Miles\Keep It Coming\Silver String.mp3,mp3,5.270554542541504,138.3,05,20 Miles,Keep It Coming,Alternative,Epitaph,320,,Judah Bauer,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281606,2023-05-04,2023-05-04,2023-05-04
245,Streets and lights,D:\music\20 Miles\Keep It Coming\Streets and Lights.mp3,mp3,6.060105323791504,159.0,11,20 Miles,Keep It Coming,Alternative,Epitaph,320,,Judah Bauer,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281607,2023-05-04,2023-05-04,2023-05-04
246,"Well, well, well","D:\music\20 Miles\Keep It Coming\Well, Well, Well.mp3",mp3,8.669661521911621,227.5,01,20 Miles,Keep It Coming,Alternative,Epitaph,320,,Judah Bauer,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281608,2023-05-04,2023-05-04,2023-05-04
247,We wish you a merry christmas,D:\music\21 Jingle Dogs\Christmas Songs Collection\We wish you a merry Christmas.mp3,mp3,2.0489540100097656,134.6,00,21 Jingle Dogs,Christmas Songs Collection,Christmas,,128,,,1995,WehrsNet,NAS-1,none,,3935787269,1688849860281611,2023-05-04,2023-05-04,2023-05-04
248,How many biscuits can you eat,"D:\music\21 Lily May Ledford, Roslie & Bella Allen & Will Geer\Ballad Operas\the Martins and the Coys\How Many Biscuits Can You Eat.mp3",mp3,0.7215156555175781,47.3,,"21 Lily May Ledford, Roslie & Bella Allen & Will Geer",Ballad Operas / the Martins and the Coys,Classic Rock,,128,boerpoel@freemail.nl,,1944,WehrsNet,NAS-1,none,none,3935787269,1688849860281615,2023-05-04,2023-05-04,2023-05-04
249,Mansion builder,D:\music\2nd Chapter of Acts\SLWEH1~R\Mansion Builder.mp3,mp3,7.245532989501953,190.1,5,2nd Chapter of Acts,Songs 4 Life: Renew Your Heart Disc 1,Christian,Madacy,320,                            ,Annie Herring,1998,WehrsNet,NAS-1,none,none,3935787269,1688849860281383,2023-05-04,2023-05-04,2023-05-04
250,Rejoice,D:\music\2nd Chapter of Acts\songs 4 life shout for joy!\Rejoice.mp3,mp3,6.942859649658203,182.2,7,2nd Chapter of Acts,songs 4 life shout for joy!,Christian,,320,                            ,,,WehrsNet,NAS-1,none,none,3935787269,1688849860281385,2023-05-04,2023-05-04,2023-05-04
251,Brenda's got a baby,D:\music\2Pac\2Pacalypse Now\Brenda's Got A Baby.mp3,mp3,5.4102783203125,235.1,024,2Pac,2Pacalypse Now,Rap,,192,,,1991,WehrsNet,NAS-1,none,,3935787269,1970324836992044,2023-05-04,2023-05-04,2023-05-04
252,Changes,D:\music\2Pac\Greatest Hits\Changes.mp3,mp3,6.1934814453125,269.3,066,2Pac,Greatest Hits,Rap,,192,,,1998,WehrsNet,NAS-1,none,,3935787269,1688849860281390,2023-05-04,2023-05-04,2023-05-04
253,Black cotton (featuring eminem & kastro & noble of teh outlawz),D:\music\2Pac\Loyal To  The Game\Black Cotton (Featuring Eminem & Kastro & Noble Of Teh Outlawz).mp3,mp3,6.989346504211426,303.1,05,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281392,2023-05-04,2023-05-04,2023-05-04
254,Crooked nigga too -raphael saadiq remix,D:\music\2Pac\Loyal To  The Game\Crooked Nigga Too -Raphael Saadiq Remix.mp3,mp3,5.6153564453125,243.1,16,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281393,2023-05-04,2023-05-04,2023-05-04
255,Crooked nigga too,D:\music\2Pac\Loyal To  The Game\Crooked Nigga Too.mp3,mp3,4.0645751953125,175.3,10,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281394,2023-05-04,2023-05-04,2023-05-04
256,Don't you trust me,D:\music\2Pac\Loyal To  The Game\Don't You Trust Me.mp3,mp3,6.8106689453125,295.3,11,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281395,2023-05-04,2023-05-04,2023-05-04
257,Ghetto gospel,D:\music\2Pac\Loyal To  The Game\Ghetto Gospel.mp3,mp3,5.5001220703125,238.0,04,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281396,2023-05-04,2023-05-04,2023-05-04
258,Hennessey (featuring obie trice),D:\music\2Pac\Loyal To  The Game\Hennessey (Featuring Obie Trice).mp3,mp3,4.800388336181641,207.4,12,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281397,2023-05-04,2023-05-04,2023-05-04
259,Hennessey -red spyda remix (featuring edi & sleepy brown),D:\music\2Pac\Loyal To  The Game\Hennessey -Red Spyda Remix (Featuring Edi & Sleepy Brown).mp3,mp3,4.5802764892578125,197.8,15,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281398,2023-05-04,2023-05-04,2023-05-04
260,Loyal to the game (featuring g-unit),D:\music\2Pac\Loyal To  The Game\Loyal To The Game (Featuring G-Unit).mp3,mp3,4.710113525390625,203.5,06,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281399,2023-05-04,2023-05-04,2023-05-04
261,Loyal to the game -dj quick remix (featuring big syke),D:\music\2Pac\Loyal To  The Game\Loyal To The Game -Dj Quick Remix (Featuring Big Syke).mp3,mp3,6.022514343261719,260.8,17,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281400,2023-05-04,2023-05-04,2023-05-04
262,N.i.g.g.a. (featuring jadakiss) [never ignorant about getting goals accomplished],D:\music\2Pac\Loyal To  The Game\N.I.G.G.A. (Featuring Jadakiss) [Never Ignorant About Getting Goals Accomplished].mp3,mp3,4.2325439453125,182.7,08,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281401,2023-05-04,2023-05-04,2023-05-04
263,Out on bail,D:\music\2Pac\Loyal To  The Game\Out On Bail.mp3,mp3,5.4200439453125,234.5,03,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281402,2023-05-04,2023-05-04,2023-05-04
264,Po nigga blues -scott storch remix (featuring ron isley),D:\music\2Pac\Loyal To  The Game\Po Nigga Blues -Scott Storch Remix (Featuring Ron Isley).mp3,mp3,5.0723876953125,219.4,14,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281403,2023-05-04,2023-05-04,2023-05-04
265,The uppercut (featuring edi & noble of the outlawz),D:\music\2Pac\Loyal To  The Game\The Uppercut (Featuring Edi & Noble Of The Outlawz).mp3,mp3,5.3204345703125,230.2,02,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281404,2023-05-04,2023-05-04,2023-05-04
266,Thug 4 life,D:\music\2Pac\Loyal To  The Game\Thug 4 Life.mp3,mp3,4.2618408203125,183.9,13,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281405,2023-05-04,2023-05-04,2023-05-04
267,Thugs get lonely too (featuring nate dogg),D:\music\2Pac\Loyal To  The Game\Thugs Get Lonely Too (Featuring Nate Dogg).mp3,mp3,6.6446533203125,288.1,07,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281406,2023-05-04,2023-05-04,2023-05-04
268,Wuv8pi~w,D:\music\2Pac\Loyal To  The Game\WUV8PI~W.MP3,mp3,4.8282470703125,208.7,09,2Pac,Loyal To  The Game,Rap,,192,,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281407,2023-05-04,2023-05-04,2023-05-04
269,All about you (ft. nate dogg a,D:\music\2Pac\Make It Or Break It Videos\All About You (Ft. Nate Dogg A.mp3,mp3,6.263671875,273.6,01,2Pac,Make It Or Break It Videos,Rap,,192,engID3v1 Commentwww.mp3xplosion.com,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281409,2023-05-04,2023-05-04,2023-05-04
270,California love (ft. dr. dre),D:\music\2Pac\Make It Or Break It Videos\California Love (Ft. Dr. Dre).mp3,mp3,6.5333251953125,285.3,09,2Pac,Make It Or Break It Videos,Rap,,192,engID3v1 Comment,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281410,2023-05-04,2023-05-04,2023-05-04
271,Do for love,D:\music\2Pac\Make It Or Break It Videos\Do For Love.mp3,mp3,6.4942626953125,282.7,02,2Pac,Make It Or Break It Videos,Rap,,192,engID3v1 Comment,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281411,2023-05-04,2023-05-04,2023-05-04
272,Hit em up (ft. the outlawz),D:\music\2Pac\Make It Or Break It Videos\Hit Em Up (Ft. The Outlawz).mp3,mp3,7.158203125,312.6,11,2Pac,Make It Or Break It Videos,Rap,,192,engID3v1 Commentwww.mp3xplosion.com,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281412,2023-05-04,2023-05-04,2023-05-04
273,Holler if ya hear me (ft. live,D:\music\2Pac\Make It Or Break It Videos\Holler If Ya Hear Me (Ft. Live.mp3,mp3,6.3966064453125,278.2,03,2Pac,Make It Or Break It Videos,Rap,,192,engID3v1 Comment,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281413,2023-05-04,2023-05-04,2023-05-04
274,How you want it (ft. k-ci and,D:\music\2Pac\Make It Or Break It Videos\How You Want It (Ft. K-Ci And.mp3,mp3,6.609375,288.6,10,2Pac,Make It Or Break It Videos,Rap,,192,engID3v1 Commentwww.mp3xplosion.com,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281414,2023-05-04,2023-05-04,2023-05-04
275,I aint mad atcha (ft. danny bo,D:\music\2Pac\Make It Or Break It Videos\I Aint Mad Atcha (Ft. Danny Bo.mp3,mp3,6.7852783203125,294.6,08,2Pac,Make It Or Break It Videos,Rap,,192,engID3v1 Comment,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281415,2023-05-04,2023-05-04,2023-05-04
276,If my homie calls,D:\music\2Pac\Make It Or Break It Videos\If My Homie Calls.mp3,mp3,5.94140625,258.2,05,2Pac,Make It Or Break It Videos,Rap,,192,engID3v1 Comment,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281416,2023-05-04,2023-05-04,2023-05-04
277,Mob figgaz (ft. the outlawz),D:\music\2Pac\Make It Or Break It Videos\Mob Figgaz (Ft. The Outlawz).mp3,mp3,6.3671875,278.0,07,2Pac,Make It Or Break It Videos,Rap,,192,engID3v1 Commentwww.mp3xplosion.com,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281417,2023-05-04,2023-05-04,2023-05-04
278,Papas song,D:\music\2Pac\Make It Or Break It Videos\Papas Song.mp3,mp3,7.464919090270996,325.6,04,2Pac,Make It Or Break It Videos,Rap,,192,engID3v1 Commentwww.mp3xplosion.com,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281418,2023-05-04,2023-05-04,2023-05-04
279,So many tears,D:\music\2Pac\Make It Or Break It Videos\So Many Tears.mp3,mp3,5.4884033203125,238.8,06,2Pac,Make It Or Break It Videos,Rap,,192,engID3v1 Comment,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281419,2023-05-04,2023-05-04,2023-05-04
280,Two of americaz most wanted ft,D:\music\2Pac\Make It Or Break It Videos\Two Of Americaz Most Wanted Ft.mp3,mp3,5.6817626953125,247.2,12,2Pac,Make It Or Break It Videos,Rap,,192,engID3v1 Comment,,2004,WehrsNet,NAS-1,none,,3935787269,1688849860281420,2023-05-04,2023-05-04,2023-05-04
281,Dear mama,D:\music\2Pac\Me Against The World\Dear Mama.mp3,mp3,6.4356689453125,280.1,034,2Pac,Me Against The World,Rap,,192,,,1995,WehrsNet,NAS-1,none,,3935787269,1688849860281422,2023-05-04,2023-05-04,2023-05-04
282,Keep ya head up,D:\music\2Pac\Strictly 4 My N.I.G.G.A.Z\Keep Ya Head Up.mp3,mp3,6.0880126953125,264.6,051,2Pac,Strictly 4 My N.I.G.G.A.Z.,Rap,,192,,,1994,WehrsNet,NAS-1,none,,3935787269,1688849860281424,2023-05-04,2023-05-04,2023-05-04
283,Untouchable (swizz remix),D:\music\2Pac Ft. Bone Thugs-N-Harmony\Promo Only Urban Radio January\Untouchable (Swizz Remix).mp3,mp3,5.820932388305664,235.0,18,2Pac Ft. Bone Thugs-N-Harmony,Promo Only Urban Radio January,Rap,,205,,,2007,WehrsNet,NAS-1,none,,3935787269,1688849860281427,2023-05-04,2023-05-04,2023-05-04
284,Be like that (american pie edit),D:\music\3 Doors Down\American Pie 2\Be Like That (American Pie Edit).m4a,m4a,3.684843063354492,235.0,6,None,None,Soundtrack,,128,None,American Pies Various Artists,2001,WehrsNet,NAS-1,none,,3935787269,1688849860281430,2023-05-04,2023-05-04,2023-05-04
285,Away from the sun,D:\music\3 Doors Down\Away From The Sun\Away From The Sun.mp3,mp3,3.5841445922851562,233.3,02,3 Doors Down,Away From The Sun,Pop,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281432,2023-05-04,2023-05-04,2023-05-04
286,Dangerous game,D:\music\3 Doors Down\Away From The Sun\Dangerous Game.mp3,mp3,3.3126220703125,216.1,08,3 Doors Down,Away From The Sun,Pop,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281434,2023-05-04,2023-05-04,2023-05-04
287,Going down in flames,D:\music\3 Doors Down\Away From The Sun\Going Down In Flames.mp3,mp3,3.1993408203125,208.6,10,3 Doors Down,Away From The Sun,Pop,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281435,2023-05-04,2023-05-04,2023-05-04
288,Here without you,D:\music\3 Doors Down\Away From The Sun\Here Without You.mp3,mp3,3.6563720703125,238.6,06,3 Doors Down,Away From The Sun,Pop,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281436,2023-05-04,2023-05-04,2023-05-04
289,I feel you,D:\music\3 Doors Down\Away From The Sun\I Feel You.mp3,mp3,3.7989749908447266,247.3,07,3 Doors Down,Away From The Sun,Pop,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281437,2023-05-04,2023-05-04,2023-05-04
290,Running out of days,D:\music\3 Doors Down\Away From The Sun\Running Out Of Days.mp3,mp3,3.2364501953125,211.1,05,3 Doors Down,Away From The Sun,Pop,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281438,2023-05-04,2023-05-04,2023-05-04
291,Sarah yellin',D:\music\3 Doors Down\Away From The Sun\Sarah Yellin'.mp3,mp3,3.0352783203125,197.9,11,3 Doors Down,Away From The Sun,Pop,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281439,2023-05-04,2023-05-04,2023-05-04
292,The road i'm on,D:\music\3 Doors Down\Away From The Sun\The Road I'm On.mp3,mp3,3.6759033203125,239.8,03,3 Doors Down,Away From The Sun,Pop,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281440,2023-05-04,2023-05-04,2023-05-04
293,This time,D:\music\3 Doors Down\Away From The Sun\This Time.mp3,mp3,4.8809814453125,318.8,12,3 Doors Down,Away From The Sun,Pop,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281441,2023-05-04,2023-05-04,2023-05-04
294,Ticket to heaven,D:\music\3 Doors Down\Away From The Sun\Ticket To Heaven.mp3,mp3,3.1837158203125,207.5,04,3 Doors Down,Away From The Sun,Pop,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281442,2023-05-04,2023-05-04,2023-05-04
295,When i'm gone,D:\music\3 Doors Down\Away From The Sun\When I'm Gone.mp3,mp3,4.0118408203125,261.9,01,3 Doors Down,Away From The Sun,Pop,,128,,,2002,WehrsNet,NAS-1,none,,3935787269,1688849860281443,2023-05-04,2023-05-04,2023-05-04
296,Be somebody,D:\music\3 Doors Down\Seventeen Days\Be Somebody.mp3,mp3,4.5548095703125,199.3,04,3 Doors Down,Seventeen Days,Pop,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281445,2023-05-04,2023-05-04,2023-05-04
297,Behind those eyes,D:\music\3 Doors Down\Seventeen Days\Behind Those Eyes.mp3,mp3,6.013884544372559,263.1,07,3 Doors Down,Seventeen Days,Pop,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281446,2023-05-04,2023-05-04,2023-05-04
298,Father's son,D:\music\3 Doors Down\Seventeen Days\Father's Son.mp3,mp3,5.8516845703125,256.0,09,3 Doors Down,Seventeen Days,Pop,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281447,2023-05-04,2023-05-04,2023-05-04
299,Here by me,D:\music\3 Doors Down\Seventeen Days\Here By Me.mp3,mp3,5.2989501953125,231.9,12,3 Doors Down,Seventeen Days,Pop,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281448,2023-05-04,2023-05-04,2023-05-04
300,It's not me,D:\music\3 Doors Down\Seventeen Days\It's Not Me.mp3,mp3,4.5274658203125,198.1,02,3 Doors Down,Seventeen Days,Pop,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281449,2023-05-04,2023-05-04,2023-05-04
301,Landing in london (featuring bob seger),D:\music\3 Doors Down\Seventeen Days\Landing In London (Featuring Bob Seger).mp3,mp3,6.2930908203125,275.4,05,3 Doors Down,Seventeen Days,Pop,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281450,2023-05-04,2023-05-04,2023-05-04
302,Let me go,D:\music\3 Doors Down\Seventeen Days\Let Me Go.mp3,mp3,5.408349990844727,236.6,03,3 Doors Down,Seventeen Days,Pop,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281451,2023-05-04,2023-05-04,2023-05-04
303,Live for today,D:\music\3 Doors Down\Seventeen Days\Live For Today.mp3,mp3,5.2911376953125,231.5,10,3 Doors Down,Seventeen Days,Pop,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281452,2023-05-04,2023-05-04,2023-05-04
304,My world,D:\music\3 Doors Down\Seventeen Days\My World.mp3,mp3,4.2169189453125,184.5,11,3 Doors Down,Seventeen Days,Pop,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281453,2023-05-04,2023-05-04,2023-05-04
305,Never will i break,D:\music\3 Doors Down\Seventeen Days\Never Will I Break.mp3,mp3,5.355603218078613,234.3,08,3 Doors Down,Seventeen Days,Pop,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281454,2023-05-04,2023-05-04,2023-05-04
306,Right where i belong,D:\music\3 Doors Down\Seventeen Days\Right Where I Belong.mp3,mp3,3.5704345703125,156.2,01,3 Doors Down,Seventeen Days,Pop,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281455,2023-05-04,2023-05-04,2023-05-04
307,The real life,D:\music\3 Doors Down\Seventeen Days\The Real Life.mp3,mp3,5.4102783203125,236.7,06,3 Doors Down,Seventeen Days,Pop,,192,,,2005,WehrsNet,NAS-1,none,,3935787269,1688849860281456,2023-05-04,2023-05-04,2023-05-04
308,Be like that,D:\music\3 Doors Down\The Better Life\Be Like That.mp3,mp3,4.0880126953125,265.9,05,3 Doors Down,The Better Life,Pop,,128,,,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281458,2023-05-04,2023-05-04,2023-05-04
309,Better life,D:\music\3 Doors Down\The Better Life\Better Life.mp3,mp3,2.8966751098632812,187.7,07,3 Doors Down,The Better Life,Pop,,128,,,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281459,2023-05-04,2023-05-04,2023-05-04
310,By my side,D:\music\3 Doors Down\The Better Life\By My Side.mp3,mp3,3.037327766418457,196.4,09,3 Doors Down,The Better Life,Pop,,128,,,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281460,2023-05-04,2023-05-04,2023-05-04
311,Down poison,D:\music\3 Doors Down\The Better Life\Down Poison.mp3,mp3,4.0274658203125,262.0,08,3 Doors Down,The Better Life,Pop,,128,,,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281461,2023-05-04,2023-05-04,2023-05-04
312,Duck and run,D:\music\3 Doors Down\The Better Life\Duck And Run.mp3,mp3,3.5509033203125,230.7,03,3 Doors Down,The Better Life,Pop,,128,,,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281462,2023-05-04,2023-05-04,2023-05-04
313,Kryptonite,D:\music\3 Doors Down\The Better Life\Kryptonite.mp3,mp3,3.5997982025146484,233.8,01,3 Doors Down,The Better Life,Pop,,128,,,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281463,2023-05-04,2023-05-04,2023-05-04
314,Life of my own,D:\music\3 Doors Down\The Better Life\Life Of My Own.mp3,mp3,3.6700439453125,238.5,06,3 Doors Down,The Better Life,Pop,,128,,,1999,WehrsNet,NAS-1,none,,3935787269,1688849860281465,2023-05-04,2023-05-04,2023-05-04
